Match_ID,Match_Day,Date,Time,Home_Team,Score_Home,Away_Team,Score_Away
949737,20,Unknown Date,12:00 AM,Everton,0,Tottenham,0
949738,20,Unknown Date,5:00 PM,Chelsea,0,Liverpool,0
949739,20,Unknown Date,12:00 AM,Southampton,2,Aston Villa,1
949740,21,Unknown Date,12:00 AM,Everton,1,Sheff Wed,4
949741,21,Unknown Date,12:00 AM,West Ham,1,Ipswich,1
949742,21,Unknown Date,12:00 AM,Southampton,2,Wimbledon FC,3
949743,21,Unknown Date,12:00 AM,Norwich,0,Tottenham,2
949744,21,Unknown Date,12:00 AM,Man City,1,Blackburn,3
949745,21,Unknown Date,12:00 AM,Leeds,0,Newcastle,0
949746,21,Unknown Date,12:00 AM,Crystal Palace,0,QPR,0
949747,21,Unknown Date,12:00 AM,Coventry,0,Nottm Forest,0
949748,21,Unknown Date,12:00 AM,Chelsea,2,Man Utd,3
949749,21,Unknown Date,12:00 AM,Arsenal,0,Aston Villa,0
949750,21,Unknown Date,Unknown Time,Leicester,1,Liverpool,2
949751,22,Unknown Date,12:00 AM,Nottm Forest,1,Norwich,0
949752,22,Unknown Date,12:00 AM,Tottenham,0,Crystal Palace,0
949753,22,Unknown Date,12:00 AM,QPR,2,Southampton,2
949754,22,Unknown Date,12:00 AM,Wimbledon FC,1,West Ham,0
949755,22,Unknown Date,12:00 AM,Sheff Wed,5,Coventry,1
949756,22,Unknown Date,12:00 AM,Ipswich,0,Arsenal,2
949757,22,Unknown Date,12:00 AM,Aston Villa,3,Chelsea,0
949758,22,Unknown Date,12:00 AM,Man Utd,1,Leicester,1
949759,22,Unknown Date,Unknown Time,Liverpool,2,Man City,0
949760,22,Unknown Date,12:00 AM,Coventry,0,Tottenham,4
949761,22,Unknown Date,12:00 AM,Chelsea,1,Wimbledon FC,1
949762,23,Unknown Date,12:00 AM,Leicester,0,Sheff Wed,1
949763,23,Unknown Date,12:00 AM,Arsenal,1,QPR,3
949764,23,Unknown Date,12:00 AM,West Ham,3,Nottm Forest,1
949765,23,Unknown Date,12:00 AM,Southampton,2,Man Utd,2
949766,23,Unknown Date,12:00 AM,Man City,2,Aston Villa,2
949767,23,Unknown Date,12:00 AM,Leeds,0,Liverpool,2
949768,23,Unknown Date,12:00 AM,Everton,4,Ipswich,1
949769,23,Unknown Date,12:00 AM,Crystal Palace,0,Blackburn,1
949770,23,Unknown Date,12:00 AM,Norwich,2,Newcastle,1
949771,23,Unknown Date,12:00 AM,Blackburn,4,West Ham,2
949772,23,Unknown Date,12:00 AM,Wimbledon FC,2,Everton,1
949773,24,Unknown Date,12:00 AM,Sheff Wed,1,Southampton,1
949774,24,Unknown Date,12:00 AM,Newcastle,0,Man City,0
949775,24,Unknown Date,12:00 AM,Liverpool,4,Norwich,0
949776,24,Unknown Date,12:00 AM,Tottenham,1,Arsenal,0
949777,24,Unknown Date,12:00 AM,Ipswich,4,Leicester,1
949778,24,Unknown Date,12:00 AM,Aston Villa,0,Leeds,0
949779,24,Unknown Date,12:00 AM,Nottm Forest,1,Crystal Palace,0
949780,24,Unknown Date,12:00 AM,Man Utd,2,Coventry,0
949781,24,Unknown Date,12:00 AM,Liverpool,0,Ipswich,1
949782,24,Unknown Date,12:00 AM,Leeds,0,Southampton,0
949783,24,Unknown Date,12:00 AM,West Ham,1,Tottenham,2
949784,25,Unknown Date,12:00 AM,Man City,0,Coventry,0
949785,25,Unknown Date,12:00 AM,Norwich,1,Wimbledon FC,2
949786,25,Unknown Date,12:00 AM,Crystal Palace,2,Leicester,0
949787,25,Unknown Date,12:00 AM,Chelsea,1,Sheff Wed,1
949788,25,Unknown Date,12:00 AM,Blackburn,3,Nottm Forest,0
949789,25,Unknown Date,12:00 AM,Aston Villa,2,QPR,1
949790,25,Unknown Date,12:00 AM,Arsenal,1,Everton,1
949791,25,Unknown Date,12:00 AM,Newcastle,1,Man Utd,1
949792,25,Unknown Date,12:00 AM,Ipswich,2,Chelsea,2
949793,25,Unknown Date,12:00 AM,Everton,3,Crystal Palace,1
949794,25,Unknown Date,12:00 AM,Coventry,0,Arsenal,1
949795,26,Unknown Date,12:00 AM,Nottm Forest,1,Aston Villa,2
949796,26,Unknown Date,12:00 AM,Sheff Wed,0,Newcastle,0
949797,26,Unknown Date,12:00 AM,Man Utd,1,Blackburn,0
949798,26,Unknown Date,12:00 AM,West Ham,0,Sheff Wed,2
949799,26,Unknown Date,12:00 AM,Leeds,4,QPR,0
949800,26,Unknown Date,12:00 AM,Arsenal,1,Southampton,1
949801,26,Unknown Date,12:00 AM,Liverpool,0,Everton,0
949802,26,Unknown Date,12:00 AM,Chelsea,0,Nottm Forest,2
949803,26,Unknown Date,12:00 AM,Man City,0,Leicester,1
949804,26,Unknown Date,12:00 AM,Crystal Palace,1,Man Utd,1
949805,26,Unknown Date,12:00 AM,Aston Villa,1,Tottenham,0
949806,27,Unknown Date,12:00 AM,Norwich,2,Coventry,2
949807,27,Unknown Date,12:00 AM,Newcastle,2,Wimbledon FC,1
949808,27,Unknown Date,12:00 AM,Blackburn,4,Ipswich,1
949809,27,Unknown Date,12:00 AM,Blackburn,1,Leeds,1
949810,27,Unknown Date,12:00 AM,Newcastle,2,Everton,0
949811,27,Unknown Date,12:00 AM,QPR,3,Newcastle,0
949812,27,Unknown Date,12:00 AM,Nottm Forest,1,Liverpool,1
949813,27,Unknown Date,12:00 AM,Southampton,2,Man City,2
949814,27,Unknown Date,12:00 AM,Leicester,1,West Ham,2
949815,27,Unknown Date,12:00 AM,Ipswich,0,Crystal Palace,2
949816,27,Unknown Date,12:00 AM,Sheff Wed,3,Arsenal,1
949817,28,Unknown Date,12:00 AM,Wimbledon FC,0,Leeds,0
949818,28,Unknown Date,12:00 AM,Man Utd,1,Aston Villa,0
949819,28,Unknown Date,12:00 AM,Everton,2,Norwich,1
949820,28,Unknown Date,12:00 AM,Coventry,2,Chelsea,2
949821,28,Unknown Date,12:00 AM,Tottenham,3,Blackburn,1
949822,28,Unknown Date,12:00 AM,Liverpool,1,QPR,1
949823,28,Unknown Date,12:00 AM,Chelsea,1,Tottenham,1
949824,28,Unknown Date,12:00 AM,Man City,0,Man Utd,3
949825,28,Unknown Date,12:00 AM,Norwich,2,Southampton,2
949826,28,Unknown Date,12:00 AM,Newcastle,2,Nottm Forest,1
949827,28,Unknown Date,12:00 AM,Aston Villa,7,Wimbledon FC,1
949828,29,Unknown Date,12:00 AM,Arsenal,1,Leicester,1
949829,29,Unknown Date,12:00 AM,Crystal Palace,0,Coventry,2
949830,29,Unknown Date,12:00 AM,Blackburn,3,Sheff Wed,1
949831,29,Unknown Date,12:00 AM,West Ham,2,Everton,2
949832,29,Unknown Date,12:00 AM,Coventry,2,West Ham,0
949833,29,Unknown Date,12:00 AM,Sheff Wed,1,Aston Villa,2
949834,29,Unknown Date,12:00 AM,Arsenal,1,Nottm Forest,0
949835,29,Unknown Date,12:00 AM,Norwich,0,Man Utd,2
949836,29,Unknown Date,12:00 AM,Man City,2,Ipswich,0
949837,29,Unknown Date,12:00 AM,Leeds,1,Everton,0
949838,29,Unknown Date,12:00 AM,Aston Villa,4,Leicester,4
949839,30,Unknown Date,12:00 AM,Blackburn,2,Wimbledon FC,1
949840,30,Unknown Date,12:00 AM,Tottenham,1,Wimbledon FC,2
949841,30,Unknown Date,12:00 AM,Everton,1,Man Utd,0
949842,30,Unknown Date,12:00 AM,Sheff Wed,1,Liverpool,2
949843,30,Unknown Date,12:00 AM,Newcastle,3,Aston Villa,1
949844,30,Unknown Date,12:00 AM,West Ham,1,Chelsea,2
949845,30,Unknown Date,12:00 AM,Crystal Palace,0,Arsenal,3
949846,30,Unknown Date,12:00 AM,Coventry,4,Leicester,2
949847,30,Unknown Date,12:00 AM,Blackburn,0,Norwich,0
949848,30,Unknown Date,12:00 AM,Man City,0,Leeds,0
949849,30,Unknown Date,12:00 AM,Ipswich,2,Southampton,1
949850,31,Unknown Date,12:00 AM,QPR,1,Nottm Forest,1
949851,31,Unknown Date,12:00 AM,Ipswich,0,Newcastle,2
949852,31,Unknown Date,12:00 AM,Leicester,2,Everton,2
949853,31,Unknown Date,12:00 AM,Wimbledon FC,1,QPR,3
949854,31,Unknown Date,12:00 AM,Southampton,0,Coventry,0
949855,31,Unknown Date,12:00 AM,Nottm Forest,2,Tottenham,2
949856,31,Unknown Date,12:00 AM,Norwich,1,Man City,1
949857,31,Unknown Date,12:00 AM,Liverpool,2,Newcastle,0
949858,31,Unknown Date,12:00 AM,Leeds,0,Sheff Wed,1
949859,31,Unknown Date,12:00 AM,Aston Villa,0,Blackburn,1
949860,31,Unknown Date,12:00 AM,Man Utd,9,Ipswich,0
949861,32,Unknown Date,12:00 AM,Chelsea,0,Crystal Palace,0
949862,32,Unknown Date,12:00 AM,Arsenal,0,West Ham,1
949863,32,Unknown Date,12:00 AM,Aston Villa,0,Coventry,0
949864,32,Unknown Date,12:00 AM,Wimbledon FC,0,Man Utd,1
949865,32,Unknown Date,12:00 AM,Blackburn,3,Arsenal,1
949866,32,Unknown Date,12:00 AM,QPR,2,Leicester,0
949867,32,Unknown Date,12:00 AM,Nottm Forest,2,Everton,1
949868,32,Unknown Date,12:00 AM,Norwich,0,Sheff Wed,0
949869,32,Unknown Date,12:00 AM,Tottenham,3,Ipswich,0
949870,32,Unknown Date,12:00 AM,Newcastle,2,West Ham,0
949871,32,Unknown Date,12:00 AM,Man City,1,Chelsea,2
949872,33,Unknown Date,12:00 AM,Sheff Wed,0,Wimbledon FC,1
949873,33,Unknown Date,12:00 AM,West Ham,2,Norwich,2
949874,33,Unknown Date,12:00 AM,Leicester,2,Nottm Forest,4
949875,33,Unknown Date,12:00 AM,Coventry,1,Blackburn,1
949876,33,Unknown Date,12:00 AM,Chelsea,0,Leeds,3
949877,33,Unknown Date,12:00 AM,Crystal Palace,2,Sheff Wed,1
949878,33,Unknown Date,12:00 AM,Liverpool,2,Coventry,3
949879,33,Unknown Date,12:00 AM,QPR,2,Norwich,0
949880,33,Unknown Date,12:00 AM,Man Utd,0,Tottenham,0
949881,33,Unknown Date,12:00 AM,Leicester,1,Leeds,3
949882,33,Unknown Date,12:00 AM,Everton,1,Man City,1
949883,34,Unknown Date,12:00 AM,Southampton,1,West Ham,1
949884,34,Unknown Date,12:00 AM,QPR,2,Everton,3
949885,34,Unknown Date,12:00 AM,Wimbledon FC,2,Crystal Palace,0
949886,34,Unknown Date,12:00 AM,Tottenham,1,Leicester,0
949887,34,Unknown Date,12:00 AM,Man City,3,Sheff Wed,2
949888,34,Unknown Date,12:00 AM,Leeds,3,Coventry,0
949889,34,Unknown Date,12:00 AM,Aston Villa,0,West Ham,2
949890,34,Unknown Date,12:00 AM,Nottm Forest,3,Southampton,0
949891,34,Unknown Date,12:00 AM,Blackburn,2,Chelsea,1
949892,34,Unknown Date,12:00 AM,Newcastle,1,Arsenal,0
949893,34,Unknown Date,12:00 AM,Liverpool,2,Man Utd,0
949894,35,Unknown Date,12:00 AM,Norwich,3,Ipswich,0
949895,35,Unknown Date,12:00 AM,Wimbledon FC,2,Man City,0
949896,35,Unknown Date,12:00 AM,Nottm Forest,3,Leeds,0
949897,35,Unknown Date,12:00 AM,Tottenham,0,Liverpool,0
949898,35,Unknown Date,12:00 AM,Man Utd,3,Arsenal,0
949899,35,Unknown Date,12:00 AM,QPR,1,Chelsea,0
949900,35,Unknown Date,12:00 AM,Southampton,3,Newcastle,1
949901,35,Unknown Date,12:00 AM,Sheff Wed,1,Nottm Forest,7
949902,35,Unknown Date,12:00 AM,Leicester,3,Wimbledon FC,4
949903,35,Unknown Date,12:00 AM,Everton,1,Blackburn,2
949904,35,Unknown Date,12:00 AM,Crystal Palace,2,Man City,1
949905,36,Unknown Date,12:00 AM,Arsenal,5,Norwich,1
949906,36,Unknown Date,12:00 AM,Ipswich,0,Aston Villa,1
949907,36,Unknown Date,12:00 AM,Coventry,0,QPR,1
949908,36,Unknown Date,12:00 AM,Chelsea,1,Newcastle,1
949909,36,Unknown Date,12:00 AM,Man Utd,0,Leeds,0
949910,36,Unknown Date,12:00 AM,Southampton,4,Tottenham,3
949911,36,Unknown Date,12:00 AM,QPR,0,Blackburn,1
949912,36,Unknown Date,12:00 AM,Crystal Palace,0,Aston Villa,0
949913,36,Unknown Date,12:00 AM,Liverpool,3,Southampton,1
949914,36,Unknown Date,12:00 AM,Leicester,1,Norwich,0
949915,36,Unknown Date,12:00 AM,Leeds,4,Ipswich,0
949916,37,Unknown Date,12:00 AM,Sheff Wed,1,Leicester,0
949917,37,Unknown Date,12:00 AM,QPR,3,Arsenal,1
949918,37,Unknown Date,12:00 AM,Nottm Forest,1,West Ham,1
949919,37,Unknown Date,12:00 AM,Newcastle,3,Norwich,0
949920,37,Unknown Date,12:00 AM,Liverpool,0,Leeds,1
949921,37,Unknown Date,12:00 AM,Wimbledon FC,1,Chelsea,1
949922,37,Unknown Date,12:00 AM,Tottenham,2,Man City,1
949923,37,Unknown Date,12:00 AM,Ipswich,0,QPR,1
949924,37,Unknown Date,12:00 AM,Arsenal,0,Liverpool,1
949925,37,Unknown Date,12:00 AM,Norwich,0,Nottm Forest,1
949926,37,Unknown Date,12:00 AM,Chelsea,0,Southampton,2
949927,38,Unknown Date,12:00 AM,West Ham,3,Wimbledon FC,0
949928,38,Unknown Date,12:00 AM,Man City,2,Liverpool,1
949929,38,Unknown Date,12:00 AM,Everton,2,Newcastle,0
949930,38,Unknown Date,12:00 AM,Crystal Palace,1,Tottenham,1
949931,38,Unknown Date,12:00 AM,Coventry,2,Sheff Wed,0
949932,38,Unknown Date,12:00 AM,Southampton,2,QPR,1
949933,38,Unknown Date,12:00 AM,Leicester,0,Man Utd,4
949934,38,Unknown Date,12:00 AM,Leeds,1,Blackburn,1
949935,38,Unknown Date,12:00 AM,Arsenal,4,Ipswich,1
949936,38,Unknown Date,12:00 AM,Chelsea,1,Aston Villa,0
949937,38,Unknown Date,12:00 AM,Wimbledon FC,0,Southampton,2
949938,39,Unknown Date,12:00 AM,Tottenham,1,Norwich,0
949939,39,Unknown Date,12:00 AM,Sheff Wed,0,Everton,0
949940,39,Unknown Date,12:00 AM,QPR,0,Crystal Palace,1
949941,39,Unknown Date,12:00 AM,Nottm Forest,2,Coventry,0
949942,39,Unknown Date,12:00 AM,Man Utd,0,Chelsea,0
949943,39,Unknown Date,12:00 AM,Liverpool,2,Leicester,0
949944,39,Unknown Date,12:00 AM,Ipswich,1,West Ham,1
949945,39,Unknown Date,12:00 AM,Blackburn,2,Man City,3
949946,39,Unknown Date,12:00 AM,Aston Villa,0,Arsenal,4
949947,39,Unknown Date,12:00 AM,Newcastle,1,Leeds,2
949948,39,Unknown Date,12:00 AM,Blackburn,2,Crystal Palace,1
949949,40,Unknown Date,12:00 AM,Leeds,1,Aston Villa,0
949950,40,Unknown Date,12:00 AM,Southampton,0,Sheff Wed,0
949951,40,Unknown Date,12:00 AM,Norwich,1,Liverpool,2
949952,40,Unknown Date,12:00 AM,Arsenal,1,Tottenham,1
949953,40,Unknown Date,12:00 AM,Leicester,2,Ipswich,0
949954,40,Unknown Date,12:00 AM,Everton,0,Wimbledon FC,0
949955,40,Unknown Date,12:00 AM,Crystal Palace,1,Nottm Forest,2
949956,40,Unknown Date,12:00 AM,Chelsea,1,QPR,0
949957,40,Unknown Date,12:00 AM,Man City,0,Newcastle,0
949958,40,Unknown Date,12:00 AM,West Ham,2,Blackburn,0
949959,40,Unknown Date,12:00 AM,Coventry,2,Man Utd,3
949960,41,Unknown Date,12:00 AM,Wimbledon FC,0,Liverpool,0
949961,41,Unknown Date,12:00 AM,West Ham,0,QPR,0
949962,41,Unknown Date,12:00 AM,Southampton,3,Crystal Palace,1
949963,41,Unknown Date,12:00 AM,Everton,3,Chelsea,3
949964,41,Unknown Date,12:00 AM,Aston Villa,1,Man City,1
949965,41,Unknown Date,12:00 AM,Newcastle,3,Tottenham,3
949966,41,Unknown Date,12:00 AM,Arsenal,0,Wimbledon FC,0
949967,41,Unknown Date,12:00 AM,Aston Villa,2,Liverpool,0
949968,41,Unknown Date,12:00 AM,Crystal Palace,1,West Ham,0
949969,41,Unknown Date,12:00 AM,Ipswich,2,Coventry,0
949970,41,Unknown Date,12:00 AM,Everton,0,Southampton,0
949971,42,Unknown Date,12:00 AM,QPR,2,Tottenham,1
949972,42,Unknown Date,12:00 AM,Nottm Forest,1,Man City,0
949973,42,Unknown Date,12:00 AM,Leicester,1,Chelsea,1
949974,42,Unknown Date,12:00 AM,Leeds,2,Norwich,1
949975,42,Unknown Date,12:00 AM,Man Utd,1,Sheff Wed,0
949976,42,Unknown Date,12:00 AM,Blackburn,1,Newcastle,0
949977,42,Unknown Date,12:00 AM,Tottenham,1,Coventry,3
949978,42,Unknown Date,12:00 AM,Leeds,3,Crystal Palace,1
949979,42,Unknown Date,12:00 AM,Ipswich,0,Everton,1
949980,42,Unknown Date,12:00 AM,West Ham,3,Liverpool,0
949981,42,Unknown Date,12:00 AM,Man Utd,2,Southampton,1
949982,43,Unknown Date,12:00 AM,Wimbledon FC,2,Nottm Forest,2
949983,43,Unknown Date,12:00 AM,Liverpool,2,Blackburn,1
949984,43,Unknown Date,12:00 AM,West Ham,1,Man Utd,1
949985,43,Unknown Date,12:00 AM,Tottenham,1,Leeds,1
949986,43,Unknown Date,12:00 AM,Southampton,2,Leicester,2
949987,43,Unknown Date,12:00 AM,Sheff Wed,4,Ipswich,1
949988,43,Unknown Date,12:00 AM,Norwich,1,Aston Villa,1
949989,43,Unknown Date,12:00 AM,Coventry,0,Everton,0
949990,43,Unknown Date,12:00 AM,Chelsea,2,Arsenal,1
949991,43,Unknown Date,12:00 AM,Newcastle,3,Crystal Palace,2
949992,43,Unknown Date,12:00 AM,Man City,2,QPR,3
959631,2,Unknown Date,12:00 AM,Aston Villa,3,Man Utd,1
959632,2,Unknown Date,12:00 AM,Blackburn,1,QPR,0
959633,2,Unknown Date,12:00 AM,Chelsea,0,Everton,0
959634,2,Unknown Date,12:00 AM,Liverpool,1,Sheff Wed,0
959635,2,Unknown Date,12:00 AM,Man City,1,Tottenham,1
959636,2,Unknown Date,12:00 AM,Newcastle,3,Coventry,0
959637,2,Unknown Date,12:00 AM,Southampton,3,Nottm Forest,4
959638,2,Unknown Date,12:00 AM,West Ham,1,Leeds,2
959639,2,Unknown Date,12:00 AM,Wimbledon FC,3,Bolton,2
959640,2,Unknown Date,12:00 AM,Arsenal,1,Middlesbrough,1
959641,3,Unknown Date,12:00 AM,Leeds,1,Liverpool,0
959642,3,Unknown Date,12:00 AM,Bolton,1,Newcastle,3
959643,3,Unknown Date,12:00 AM,Coventry,2,Man City,1
959644,3,Unknown Date,12:00 AM,Everton,0,Arsenal,2
959645,3,Unknown Date,12:00 AM,Man Utd,2,West Ham,1
959646,3,Unknown Date,12:00 AM,Nottm Forest,0,Chelsea,0
959647,3,Unknown Date,12:00 AM,QPR,0,Wimbledon FC,3
959648,3,Unknown Date,12:00 AM,Sheff Wed,2,Blackburn,1
959649,3,Unknown Date,12:00 AM,Tottenham,0,Aston Villa,1
959650,3,Unknown Date,12:00 AM,Middlesbrough,0,Southampton,0
959651,4,Unknown Date,12:00 AM,Bolton,2,Blackburn,1
959652,4,Unknown Date,12:00 AM,Coventry,0,Arsenal,0
959653,4,Unknown Date,12:00 AM,Everton,2,Southampton,0
959654,4,Unknown Date,12:00 AM,Leeds,2,Aston Villa,0
959655,4,Unknown Date,12:00 AM,Man Utd,3,Wimbledon FC,1
959656,4,Unknown Date,12:00 AM,Middlesbrough,2,Chelsea,0
959657,4,Unknown Date,12:00 AM,Nottm Forest,1,West Ham,1
959658,4,Unknown Date,12:00 AM,QPR,1,Man City,0
959659,4,Unknown Date,12:00 AM,Tottenham,1,Liverpool,3
959660,4,Unknown Date,12:00 AM,Sheff Wed,0,Newcastle,2
959661,5,Unknown Date,12:00 AM,Blackburn,1,Man Utd,2
959662,5,Unknown Date,12:00 AM,Arsenal,1,Nottm Forest,1
959663,5,Unknown Date,12:00 AM,Wimbledon FC,2,Sheff Wed,2
959664,5,Unknown Date,12:00 AM,Aston Villa,1,Bolton,0
959665,5,Unknown Date,12:00 AM,Chelsea,2,Coventry,2
959666,5,Unknown Date,12:00 AM,Liverpool,1,QPR,0
959667,5,Unknown Date,12:00 AM,Man City,0,Everton,2
959668,5,Unknown Date,12:00 AM,Newcastle,1,Middlesbrough,0
959669,5,Unknown Date,12:00 AM,Southampton,1,Leeds,1
959670,5,Unknown Date,12:00 AM,West Ham,1,Tottenham,1
959671,6,Unknown Date,12:00 AM,Blackburn,1,Aston Villa,1
959672,6,Unknown Date,12:00 AM,Bolton,1,Middlesbrough,1
959673,6,Unknown Date,12:00 AM,Coventry,1,Nottm Forest,1
959674,6,Unknown Date,12:00 AM,Everton,2,Man Utd,3
959675,6,Unknown Date,12:00 AM,QPR,0,Sheff Wed,3
959676,6,Unknown Date,12:00 AM,Southampton,1,Newcastle,0
959677,6,Unknown Date,12:00 AM,Tottenham,2,Leeds,1
959678,6,Unknown Date,12:00 AM,Wimbledon FC,1,Liverpool,0
959679,6,Unknown Date,12:00 AM,Man City,0,Arsenal,1
959680,6,Unknown Date,12:00 AM,West Ham,1,Chelsea,3
959681,7,Unknown Date,12:00 AM,Arsenal,1,West Ham,0
959682,7,Unknown Date,12:00 AM,Aston Villa,2,Wimbledon FC,0
959683,7,Unknown Date,12:00 AM,Chelsea,3,Southampton,0
959684,7,Unknown Date,12:00 AM,Leeds,1,QPR,3
959685,7,Unknown Date,12:00 AM,Liverpool,3,Blackburn,0
959686,7,Unknown Date,12:00 AM,Man Utd,3,Bolton,0
959687,7,Unknown Date,12:00 AM,Middlesbrough,2,Coventry,1
959688,7,Unknown Date,12:00 AM,Newcastle,3,Man City,1
959689,7,Unknown Date,12:00 AM,Sheff Wed,1,Tottenham,3
959690,7,Unknown Date,12:00 AM,Nottm Forest,3,Everton,2
959691,8,Unknown Date,12:00 AM,Arsenal,4,Southampton,2
959692,8,Unknown Date,12:00 AM,Aston Villa,1,Nottm Forest,1
959693,8,Unknown Date,12:00 AM,Blackburn,5,Coventry,1
959694,8,Unknown Date,12:00 AM,Liverpool,5,Bolton,2
959695,8,Unknown Date,12:00 AM,Man City,0,Middlesbrough,1
959696,8,Unknown Date,12:00 AM,Sheff Wed,0,Man Utd,0
959697,8,Unknown Date,12:00 AM,West Ham,2,Everton,1
959698,8,Unknown Date,12:00 AM,Wimbledon FC,2,Leeds,4
959699,8,Unknown Date,12:00 AM,Newcastle,2,Chelsea,0
959700,8,Unknown Date,12:00 AM,QPR,2,Tottenham,3
959701,9,Unknown Date,12:00 AM,Bolton,0,QPR,1
959702,9,Unknown Date,12:00 AM,Chelsea,1,Arsenal,0
959703,9,Unknown Date,12:00 AM,Coventry,0,Aston Villa,3
959704,9,Unknown Date,12:00 AM,Leeds,2,Sheff Wed,0
959705,9,Unknown Date,12:00 AM,Middlesbrough,2,Blackburn,0
959706,9,Unknown Date,12:00 AM,Nottm Forest,3,Man City,0
959707,9,Unknown Date,12:00 AM,Tottenham,3,Wimbledon FC,1
959708,9,Unknown Date,12:00 AM,Everton,1,Newcastle,3
959709,9,Unknown Date,12:00 AM,Man Utd,2,Liverpool,2
959710,9,Unknown Date,12:00 AM,Southampton,0,West Ham,0
959711,10,Unknown Date,12:00 AM,Aston Villa,0,Chelsea,1
959712,10,Unknown Date,12:00 AM,Blackburn,2,Southampton,1
959713,10,Unknown Date,12:00 AM,Bolton,1,Everton,1
959714,10,Unknown Date,12:00 AM,Leeds,0,Arsenal,3
959715,10,Unknown Date,12:00 AM,Liverpool,0,Coventry,0
959716,10,Unknown Date,12:00 AM,Man Utd,1,Man City,0
959717,10,Unknown Date,12:00 AM,QPR,2,Newcastle,3
959718,10,Unknown Date,12:00 AM,Tottenham,0,Nottm Forest,1
959719,10,Unknown Date,12:00 AM,Sheff Wed,0,Middlesbrough,1
959720,10,Unknown Date,12:00 AM,Wimbledon FC,0,West Ham,1
959721,11,Unknown Date,12:00 AM,Arsenal,2,Aston Villa,0
959722,11,Unknown Date,12:00 AM,Chelsea,1,Man Utd,4
959723,11,Unknown Date,12:00 AM,Coventry,0,Sheff Wed,1
959724,11,Unknown Date,12:00 AM,Man City,0,Leeds,0
959725,11,Unknown Date,12:00 AM,Middlesbrough,1,QPR,0
959726,11,Unknown Date,12:00 AM,Newcastle,6,Wimbledon FC,1
959727,11,Unknown Date,12:00 AM,Nottm Forest,3,Bolton,2
959728,11,Unknown Date,12:00 AM,West Ham,1,Blackburn,1
959729,11,Unknown Date,12:00 AM,Everton,1,Tottenham,1
959730,11,Unknown Date,12:00 AM,Southampton,1,Liverpool,3
959731,12,Unknown Date,12:00 AM,Aston Villa,1,Everton,0
959732,12,Unknown Date,12:00 AM,Blackburn,3,Chelsea,0
959733,12,Unknown Date,12:00 AM,Leeds,3,Coventry,1
959734,12,Unknown Date,12:00 AM,Liverpool,6,Man City,0
959735,12,Unknown Date,12:00 AM,Man Utd,2,Middlesbrough,0
959736,12,Unknown Date,12:00 AM,QPR,1,Nottm Forest,1
959737,12,Unknown Date,12:00 AM,Sheff Wed,0,West Ham,1
959738,12,Unknown Date,12:00 AM,Wimbledon FC,1,Southampton,2
959739,12,Unknown Date,12:00 AM,Tottenham,1,Newcastle,1
959740,12,Unknown Date,12:00 AM,Bolton,1,Arsenal,0
959741,13,Unknown Date,12:00 AM,Arsenal,1,Man Utd,0
959742,13,Unknown Date,12:00 AM,Chelsea,0,Sheff Wed,0
959743,13,Unknown Date,12:00 AM,Coventry,2,Tottenham,3
959744,13,Unknown Date,12:00 AM,Man City,1,Bolton,0
959745,13,Unknown Date,12:00 AM,Middlesbrough,1,Leeds,1
959746,13,Unknown Date,12:00 AM,Newcastle,2,Liverpool,1
959747,13,Unknown Date,12:00 AM,Southampton,2,QPR,0
959748,13,Unknown Date,12:00 AM,West Ham,1,Aston Villa,4
959749,13,Unknown Date,12:00 AM,Everton,1,Blackburn,0
959750,13,Unknown Date,12:00 AM,Nottm Forest,4,Wimbledon FC,1
959751,14,Unknown Date,12:00 AM,Aston Villa,1,Newcastle,1
959752,14,Unknown Date,12:00 AM,Blackburn,7,Nottm Forest,0
959753,14,Unknown Date,12:00 AM,Bolton,0,West Ham,3
959754,14,Unknown Date,12:00 AM,Leeds,1,Chelsea,0
959755,14,Unknown Date,12:00 AM,Liverpool,1,Everton,2
959756,14,Unknown Date,12:00 AM,Man Utd,4,Southampton,1
959757,14,Unknown Date,12:00 AM,Sheff Wed,1,Man City,1
959758,14,Unknown Date,12:00 AM,Tottenham,2,Arsenal,1
959759,14,Unknown Date,12:00 AM,Wimbledon FC,0,Middlesbrough,0
959760,14,Unknown Date,12:00 AM,QPR,1,Coventry,1
959761,15,Unknown Date,12:00 AM,Newcastle,1,Blackburn,0
959762,15,Unknown Date,12:00 AM,Southampton,0,Aston Villa,1
959763,15,Unknown Date,12:00 AM,Arsenal,4,Sheff Wed,2
959764,15,Unknown Date,12:00 AM,Middlesbrough,0,Tottenham,1
959765,15,Unknown Date,12:00 AM,Chelsea,3,Bolton,2
959766,15,Unknown Date,12:00 AM,Coventry,0,Man Utd,4
959767,15,Unknown Date,12:00 AM,Everton,2,QPR,0
959768,15,Unknown Date,12:00 AM,Man City,1,Wimbledon FC,0
959769,15,Unknown Date,12:00 AM,West Ham,0,Liverpool,0
959770,15,Unknown Date,12:00 AM,Nottm Forest,2,Leeds,1
959771,16,Unknown Date,12:00 AM,Chelsea,0,Tottenham,0
959772,16,Unknown Date,12:00 AM,Coventry,3,Wimbledon FC,3
959773,16,Unknown Date,12:00 AM,Everton,2,Sheff Wed,2
959774,16,Unknown Date,12:00 AM,Man City,1,Aston Villa,0
